spotify_id,Song,Artist,Rank,Genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2Ow4Pmi0VOOLvbmJ8V70qo,How To Be A Heartbreaker,Marina and the Diamonds,22,pop,0.69,0.897,-4.696,0.0506,0.0142,0,0.108,0.849,140.05
1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,23,pop,0.609,0.887,-4.749,0.0507,0.0504,0.00000476,0.09,0.316,97.99
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,24,pop,0.774,0.753,-5.446,0.0517,0.152,0,0.0371,0.896,119.002
7AVF7kutqdQyamkw6q4d7x,F*** Apologies. (feat. Wiz Khalifa),JoJo,25,pop,0.522,0.577,-6.782,0.309,0.0234,0,0.15,0.386,191.662
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls - Radio Edit,Sean Kingston,26,pop,0.762,0.661,-6.075,0.0687,0.15,0,0.256,0.769,130.009
7dZ1Odmx9jWIweQSatnRqo,Million Reasons,Lady Gaga,27,pop,0.666,0.423,-8.012,0.043,0.494,0,0.106,0.154,129.89
4sPrcMhXm8jYmp2VaELp6b,Best Day of My Life,Pixie Lott,28,pop,0.727,0.687,-7.803,0.027,0.000325,0.00131,0.0542,0.643,99.982
0y8Wf6ltWpGCpgqVa21QNX,After The Afterparty (feat. Lil Yachty),Charli XCX,29,pop,0.653,0.794,-3.828,0.0894,0.121,0,0.365,0.645,93.008
3AGOgQzp0YcPH41u9p7dOp,Glad You Came,The Wanted,30,pop,0.61,0.841,-4.579,0.0692,0.056,0.00000985,0.118,0.431,126.889
5nJWME6j2dfFSm5B6ayDrw,Grow Up,Olly Murs,31,pop,0.571,0.719,-3.914,0.0655,0.279,0,0.0891,0.511,167.339
1pKeFVVUOPjFsOABub0OaV,Side To Side,Ariana Grande,32,pop,0.65,0.736,-5.84,0.229,0.0528,0,0.235,0.613,159.173
1QNoKVgA758HFLu3TW2q7R,Kill Em With Kindness,Selena Gomez,33,pop,0.757,0.884,-5.488,0.0404,0.00795,0.0000587,0.0973,0.398,120.012
2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,34,pop,0.757,0.678,-5.529,0.233,0.0472,0.00000914,0.0654,0.82,120.075
4tCtwWceOPWzenK2HAIJSb,Work from Home,Fifth Harmony,35,pop,0.803,0.585,-5.861,0.0432,0.103,0.00000394,0.0644,0.593,105.017
4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,36,pop,0.822,0.544,-6.797,0.0332,0.562,0.000024,0.144,0.861,122.047
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,37,pop,0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071
0HMjXBAZmSYOTTi33WpMso,History,One Direction,38,pop,0.655,0.699,-4.421,0.0493,0.0352,0,0.064,0.802,86.704
519tXYJVcrpEMqV2BMbh6E,No Air,Jordin Sparks,39,pop,0.466,0.759,-4.978,0.199,0.0521,0,0.0587,0.328,160.033
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,40,pop,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04
0Wb7BfZSx0Tuo6om9M4q4N,Fight For This Love,Cheryl,41,pop,0.737,0.742,-5.841,0.0909,0.0135,0,0.0691,0.761,122.99
3f3omU8n47Mqyab5nCaGyT,Because of You,Kelly Clarkson,42,pop,0.583,0.584,-5.362,0.0314,0.254,0,0.123,0.136,140.039
6f3Kn4QtwZPU2IvwwDSbLF,La Da Dee,Cody Simpson,43,pop,0.657,0.828,-5.544,0.0728,0.00847,0,0.326,0.566,115.954
1GCbc1vpkZA2zhjsSFhmHT,Fuck You,Lily Allen,44,pop,0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009
3BxWKCI06eQ5Od8TY2JBeA,Buttons,The Pussycat Dolls,45,pop,0.57,0.821,-4.38,0.267,0.178,0,0.289,0.408,210.857
5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,46,pop,0.607,0.718,-4.095,0.0978,0.032,0,0.403,0.551,101.821
4KTtYhxFtFL7mBwnjkKfLm,Glamorous,Fergie,47,pop,0.81,0.755,-6.408,0.199,0.291,0,0.0857,0.625,130.991
7xrA11O07xo57Bbg6p4hck,Body Say,Demi Lovato,48,pop,0.628,0.74,-4.836,0.0358,0.00415,0,0.277,0.257,86.983
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,49,pop,0.564,0.714,-4.987,0.129,0.0549,0,0.155,0.33,175.924
6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,50,pop,0.452,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791
6mz1fBdKATx6qP4oP1I65G,Pony,Ginuwine,1,r&b,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024
1DFPibRb9RU3yfM3wOLdDT,Tru,Lloyd,2,r&b,0.539,0.545,-5.775,0.0721,0.196,0,0.101,0.144,73.08
6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,3,r&b,0.665,0.695,-5.763,0.0532,0.347,0,0.106,0.707,90.119
6TlRNJaezOdzdECnQeRuMM,Bed,J. Holiday,4,r&b,0.684,0.606,-7.268,0.0504,0.17,0,0.058,0.723,127.901
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,5,r&b,0.656,0.578,-8.97,0.0922,0.235,0,0.118,0.556,94.514
56z2qI0gKcPthQF6l8AW3E,Bust Your Windows,Jazmine Sullivan,6,r&b,0.683,0.664,-4.233,0.0332,0.538,0,0.0671,0.866,106.991
58FUwmyGUqkt53YPUcm7cJ,Knock You Down,Keri Hilson,7,r&b,0.588,0.877,-4.78,0.16,0.00952,0,0.171,0.645,155.165
2YegxR5As7BeQuVp2U6pek,Be Without You - Kendu Mix,Mary J. Blige,8,r&b,0.724,0.705,-5.859,0.112,0.067,0,0.262,0.662,146.589
4eFBeXmhkXOo8dUgMqyKfS,You,Keyshia Cole,9,r&b,0.626,0.617,-3.712,0.207,0.0213,0,0.0602,0.315,177.076
45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah,10,r&b,0.706,0.727,-8.06,0.0317,0.0698,0.00000531,0.115,0.903,92.938
3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,Pretty Ricky,11,r&b,0.7,0.538,-5.952,0.045,0.000204,0,0.105,0.189,136.518
4Cv5dkUBqepa0siwGREihD,Motivation,Kelly Rowland,12,r&b,0.735,0.679,-5.588,0.0431,0.18,0.000198,0.0766,0.264,140.858
78TDcQdrcTCDssdnGRZFbY,When We Party (feat. Snoop Dogg),Faith Evans,13,r&b,0.697,0.782,-5.901,0.289,0.0312,0,0.0651,0.629,103.828
3lqT89gv8p3PYwXtr3ODjv,I Wish,Carl Thomas,14,r&b,0.736,0.666,-4.929,0.0337,0.0593,0.0000382,0.107,0.224,89.824
71EHOyEOhNx1SzTebRRyng,Weak,SWV,15,r&b,0.693,0.533,-10.954,0.0402,0.107,0,0.0695,0.568,127.661
6YdEfXtj0YI5IbiJqVyT1c,They Don't Know,Jon B.,16,r&b,0.697,0.402,-10.358,0.0476,0.614,0.00000335,0.0757,0.556,125.822
6Q13UWFUuqXLXT7IUVkqM1,Makin' Good Love,Avant,17,r&b,0.794,0.634,-3.819,0.0381,0.245,0,0.2,0.736,142.254
1wyNvV8uXr35T8ChEypf8n,Un-Break My Heart,Toni Braxton,18,r&b,0.61,0.41,-9.215,0.0317,0.442,0,0.113,0.116,109.962
6ctr1K7KzKErxbfGAynL8A,I Wanna Know,Joe,19,r&b,0.724,0.485,-5.919,0.0376,0.256,0.0000135,0.416,0.581,136.057
6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,Brandy,20,r&b,0.704,0.707,-6.537,0.0391,0.539,0.00106,0.318,0.761,93.145
3kVIFDE3G89I2RPVkiRaRj,Cupid,112,21,r&b,0.685,0.38,-11.219,0.112,0.373,0,0.0371,0.87,175.562
0fgZUSa7D7aVvv3GfO0A1n,Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,22,r&b,0.733,0.676,-5.655,0.0432,0.0697,0,0.208,0.701,97.448
0xiuSFBOEHWaJ6rSuUbJWc,Charlene,Anthony Hamilton,23,r&b,0.556,0.346,-9.809,0.311,0.536,0,0.106,0.451,123.869
6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,24,r&b,0.679,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791
4bkhs6spQvVnVJAlXuKR6a,Touchin,112,25,r&b,0.813,0.58,-6.724,0.0746,0.0405,0.00000845,0.349,0.443,100.045
6BIcjFZIVDZxNAcofRFPx4,So Gone,Monica,26,r&b,0.618,0.552,-6.863,0.0981,0.176,0,0.252,0.586,81.975
17YVl4TzNHQlHIyokvt1TD,Code Blue,The-Dream,27,r&b,0.632,0.564,-7.042,0.0309,0.0539,0.0000243,0.291,0.134,126.9
5xE7sFTlv2yrG9mmhDSpdq,Come And Talk To Me Remix,Jodeci,28,r&b,0.72,0.657,-6.823,0.295,0.0262,0.00000233,0.209,0.657,172.168
5xjTqz4aYQeBnFhwMPmfx9,Kickinâ€™ Back,Mila J,29,r&b,0.703,0.669,-7.002,0.0648,0.31,0,0.115,0.546,115.139
1PmHkalaUHhh0fz23SBHDL,Let's Get Married,Jagged Edge,30,r&b,0.761,0.627,-5.554,0.0538,0.175,0,0.128,0.891,109.821
5Mmk2ii6laakqfeCT7OnVD,Thong Song,Sisqo,31,r&b,0.706,0.888,-6.959,0.0654,0.119,0.0000964,0.07,0.714,121.549
3OQu3z3okKVmWxSXTTHak5,Put That Woman First,Jaheim,32,r&b,0.649,0.536,-8.804,0.132,0.492,0,0.184,0.513,78.935
5CdJveJgiGXoGwDFqF6afp,Freak Me,Silk,33,r&b,0.697,0.608,-10.976,0.0463,0.0295,0,0.276,0.725,133.879
0rFZaQ4crlGAzuCjWCQ2xu,Body Party,Ciara,34,r&b,0.577,0.576,-6.299,0.0563,0.0143,0,0.602,0.12,133.973
3oQ5kA2PGJlztciJk3SKA0,Epiphany (I'm Leaving),Chrisette Michele,35,r&b,0.727,0.676,-4.556,0.25,0.304,0,0.5,0.391,163.021
4zYTZvtcww7OWKie7fxA9E,Hit 'Em Up Style (Oops!) - Remix Radio Mix,Blu Cantrell,36,r&b,0.667,0.773,-4.983,0.0586,0.201,0,0.404,0.667,89.976
3c6afiysmB7OnxQzzSqRfD,So Into You,Tamia,37,r&b,0.656,0.479,-7.055,0.0348,0.0665,0.00272,0.168,0.708,184.374
69QIVIjPMnI1ABLBqh9P1b,Twisted,Keith Sweat,38,r&b,0.615,0.514,-9.759,0.0466,0.393,0,0.248,0.822,175.849
4HDocpXZ4hk3Alhlow5kW5,Touch Me Tease Me,Case,39,r&b,0.656,0.757,-7.777,0.0595,0.29,0.00000337,0.0982,0.495,87.604
68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,40,r&b,0.662,0.507,-8.238,0.118,0.257,0,0.0465,0.676,86.412
5d4l67BejhQZ9uQtTCfYfL,Before I Do,Sevyn Streeter,41,r&b,0.66,0.532,-6.847,0.071,0.204,0,0.113,0.635,79.035
125dAqUSmX1nOG50fBz9vb,Beauty,Dru Hill,42,r&b,0.725,0.278,-14.345,0.0704,0.588,0,0.0869,0.489,119.788
1ak0S3NhwWrUgNlQhJ1412,Case Of The Ex (Whatcha Gonna Do),MÃ½a,43,r&b,0.774,0.684,-4.721,0.0408,0.0687,0.0000934,0.0765,0.354,98.001
2ezqQeBiC72gwMJoO4w1hA,Every Time I Close My Eyes,Babyface,44,r&b,0.654,0.417,-7.699,0.025,0.0624,0,0.0963,0.279,143.676
3SfZpKjMwvUQKGCty1dJ0T,"Slow Down - 12"" Version",Bobby V.,45,r&b,0.563,0.746,-4.832,0.101,0.17,0.00000558,0.338,0.598,186.118
5EpdvRM97d8JBlvCz1V6gM,Already Knew That,Ro James,46,r&b,0.732,0.747,-4.443,0.0571,0.722,0,0.267,0.48,106.018
2uZwyxrg6VPvlVsvclIfel,Where I Wanna Be,Donell Jones,47,r&b,0.664,0.396,-9.131,0.0298,0.52,0,0.268,0.453,102.053
7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,48,r&b,0.713,0.678,-3.525,0.102,0.273,0,0.149,0.734,138.009
0DdpxWfVvUGgkJv5536tiF,Sexy Can I feat. Yung Berg,Ray J,49,r&b,0.575,0.684,-6.007,0.325,0.299,0,0.614,0.926,172.155
6y7JGli1CNRmvERJitUern,Just Friends (Sunny),Musiq Soulchild,50,r&b,0.754,0.376,-7.561,0.204,0.404,0,0.358,0.554,95.018
59e7E2LMPZ2bhW5G6aCwX8,Crazy Brazy,A$AP Mob,1,rap,0.755,0.629,-8.284,0.312,0.32,0,0.126,0.591,143.083
03tqyYWC9Um2ZqU0ZN849H,No Hands [feat. Roscoe Dash and Wale],Waka Flocka Flame,2,rap,0.76,0.595,-6.366,0.0391,0.00544,0,0.241,0.361,131.497
10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,3,rap,0.762,0.666,-6.055,0.0916,0.00427,0,0.127,0.278,118.97
6aRlUgqcLgrxQE3RMngjN5,Good Drank,2 Chainz,4,rap,0.813,0.763,-1.199,0.281,0.281,0,0.107,0.362,130.074
7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),Wiz Khalifa,5,rap,0.689,0.481,-7.503,0.0815,0.369,0.00000103,0.0649,0.283,80.025
20dP2DaMHIAmwWAbp7peSr,pick up the phone,Young Thug,6,rap,0.711,0.739,-3.804,0.129,0.114,0,0.226,0.43,136.919
3rMyMv8EjKXoPnaRo2hdJN,Stuntin' Like My Daddy - Street,Birdman,7,rap,0.71,0.881,-6.648,0.0398,0.00908,0,0.162,0.809,160.011
3tvWMBIblzT5FSjKtIeRR1,Whatever You Like,T.I.,8,rap,0.68,0.687,-6.162,0.0709,0.0161,0,0.261,0.467,150.053
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),Gucci Mane,9,rap,0.85,0.405,-7.509,0.225,0.119,0.000118,0.0707,0.344,139.976
0rHJxNaQRMGK6Y4TUx3xRO,Castro,Yo Gotti,10,rap,0.79,0.544,-6.624,0.368,0.643,0,0.13,0.467,146.077
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),Soulja Boy,11,rap,0.736,0.74,-2.18,0.0786,0.515,0,0.0468,0.803,140.141
2yJ9GVCLMmzBBfQAnfzlwr,THat Part,ScHoolboy Q,12,rap,0.927,0.535,-7.59,0.0911,0.0855,0,0.136,0.336,112.96
0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,Ace Hood,13,rap,0.6,0.592,-4.947,0.0545,0.0191,0,0.0955,0.0663,130.205
5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),Fetty Wap,14,rap,0.618,0.717,-5.738,0.318,0.00256,0,0.625,0.603,190.05
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),B.o.B,15,rap,0.66,0.867,-4.285,0.116,0.11,0,0.0368,0.377,93.033
1hWYT0w2R0J19rlVkiez7X,Battle Scars,Lupe Fiasco,16,rap,0.517,0.811,-4.526,0.286,0.186,0,0.105,0.494,168.269
5ByAIlEEnxYdvpnezg7HTX,Juicy,The Notorious B.I.G.,17,rap,0.887,0.818,-4.639,0.253,0.47,0,0.179,0.782,96.063
7DTlsMOQjGysXHpwwpHuPl,Lifestyle,Rich Gang,18,rap,0.546,0.667,-5.236,0.274,0.0152,0,0.0895,0.471,87.666
0kPgn96FXEO9Bnz9QN1Tc0,We In Da City,Young Dro,19,rap,0.737,0.673,-5.381,0.0682,0.000233,0,0.092,0.266,139.985
1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,20,rap,0.897,0.661,-6.2,0.27,0.0633,0,0.116,0.193,127.081
5IZc3KIVFhjzJ0L2kiXzUl,Promise,Kid Ink,21,rap,0.797,0.469,-8.112,0.0646,0.0599,0,0.0753,0.481,103.057
3JEzGRDUsozrehZTq3dKE8,All Eyez (feat. Jeremih) - Bonus Track,The Game,22,rap,0.419,0.655,-6.679,0.247,0.0571,0,0.0962,0.353,76.835
32UioUCnMFsr2UN7SvDyXj,Slow Jamz,Twista,23,rap,0.569,0.744,-5.757,0.181,0.369,0,0.256,0.59,145.063
3hQCHzkE5oSA3F1xM8bpcM,Hustlin',Rick Ross,24,rap,0.502,0.652,-7.224,0.3,0.0848,0,0.0675,0.648,136.08
5J5PXmMdQ2nh1lZOal8KmK,Litty (feat. Tory Lanez),Meek Mill,25,rap,0.592,0.701,-4.014,0.0858,0.0451,0,0.327,0.282,129.501
2c8sgbZoEanC3QyFNZxUcA,Flexicution,Logic,26,rap,0.782,0.713,-6.576,0.0899,0.0619,0.00125,0.108,0.68,159.839
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,Young Buck,27,rap,0.582,0.621,-6.183,0.283,0.00317,0,0.111,0.331,179.458
4hrae8atte6cRlSC9a7VCO,Always On Time,Ja Rule,28,rap,0.839,0.706,-6.104,0.199,0.208,0,0.242,0.839,96.673
4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,G-Unit,29,rap,0.768,0.818,-1.385,0.192,0.263,0,0.0787,0.918,88.017
5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That),Nas,30,rap,0.879,0.564,-7.682,0.247,0.0474,0.00000943,0.0519,0.523,93.908
08X9m3tpcthgrItjPVAmCu,Devastated,Joey Bada$$,31,rap,0.837,0.481,-8.522,0.0801,0.12,0,0.309,0.578,122.98
2LLFl56eIFGFlnrplUC26f,Flex (Ooh,KSI,32,rap,0.728,0.62,-7.533,0.0434,0.038,0,0.342,0.885,81.998
2YYvZyVDx0GxkoAYyHyV24,Tied Up,Casey Veggies,33,rap,0.6,0.721,-4.596,0.212,0.182,0,0.256,0.371,94.939
61QSuw5VlC0LTS8WMO356g,All The Way Up,Fat Joe,34,rap,0.536,0.721,-6.44,0.386,0.062,0,0.824,0.393,117.139
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,35,rap,0.794,0.632,-6.163,0.0649,0.142,0,0.128,0.355,145.926
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,Madeintyo,36,rap,0.779,0.455,-15.025,0.28,0.0542,0,0.177,0.197,140.181
275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,37,rap,0.685,0.731,-5.503,0.414,0.0292,0,0.369,0.266,145.245
4b5aJdOgxps6z0dPe6wCHF,Into You (feat. Ashanti),Fabolous,38,rap,0.726,0.568,-8.358,0.0298,0.179,0,0.0488,0.631,91.906
71kZP3u1h27zyjfULjSxPT,Like Me,Lil Durk,39,rap,0.722,0.529,-8.742,0.109,0.466,0.00000883,0.0739,0.0987,115.994
4WC72P8F0CnYmqoPYQ7JDD,Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,40,rap,0.739,0.539,-9.735,0.337,0.0161,0,0.235,0.835,85.082
6R0GRYk2vs2XuBVemYK5YZ,Ultimate,Denzel Curry,41,rap,0.493,0.826,-3.106,0.311,0.095,0.00000342,0.252,0.75,112.865
5vIu19A3EEdHgFM4Cba6F4,Choices (Yup),E-40,42,rap,0.892,0.607,-7.232,0.367,0.144,0.000314,0.0909,0.244,120
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,43,rap,0.624,0.723,-6.782,0.378,0.172,0,0.483,0.757,84.789
2Cth0v1xri32oZ799rL3rl,Feel Me,Tyga,44,rap,0.442,0.636,-4.219,0.262,0.124,0,0.879,0.251,87.692
5zaIgI9HNUPIcfaeVRlxGa,Just A Lil' Thick (She Juicy),Trinidad James,45,rap,0.857,0.72,-5.589,0.289,0.108,0,0.218,0.729,99.995
3iL2l5gUqyPS6vDwJFgJTR,BedRock,Young Money,46,rap,0.733,0.664,-6.163,0.295,0.102,0,0.191,0.557,148.005
3KiEydhjn7yf58h9jBD5Sa,U Mad,Vic Mensa,47,rap,0.723,0.585,-6.496,0.0471,0.0121,0,0.325,0.485,134.071
7xVLFuuYdAvcTfcP3IG3dS,Work REMIX,A$AP Ferg,48,rap,0.841,0.733,-5.077,0.142,0.0246,0,0.174,0.284,130.009
0svl7cK07gK1ia5ainczU5,Break Ya Neck,Busta Rhymes,49,rap,0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011
7isbPMomU1kbgaNKOFocGJ,One Time Comin',YG,50,rap,0.825,0.598,-7.158,0.0374,0.00305,0,0.125,0.375,108.044
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Ã–yster Cult,1,rock,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466
3KPwt1LBpt1jVSHz8GXERo,Feel Like Makin' Love - 2015 Remastered Version,Bad Company,2,rock,0.543,0.529,-9.717,0.0301,0.326,0.00269,0.709,0.746,85.126
1nzcKrYRTWZJEwWzyAU8XM,Born To Be Wild,Steppenwolf,3,rock,0.438,0.782,-8.866,0.0691,0.205,0.666,0.182,0.591,146.023
6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,4,rock,0.683,0.481,-12.59,0.0384,0.475,0.0000657,0.118,0.784,115.078
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,5,rock,0.596,0.448,-9.616,0.0396,0.365,0.0000053,0.206,0.796,83.293
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley - Original Album Version,The Who,6,rock,0.489,0.724,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292
00xR9dHhuaNznqB4FSzOlr,You Really Got Me (Remastered),The Kinks,7,rock,0.567,0.959,-3.822,0.102,0.0995,0.0000607,0.1,0.961,137.377
7HgpYzYrBLbBLyInU2FaPY,She Talks To Angels,The Black Crowes,8,rock,0.586,0.514,-5.772,0.0283,0.0553,0.0000504,0.202,0.334,160.094
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,9,rock,0.377,0.681,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789
5CQ30WqJwcep0pYcV4AMNc,Stairway To Heaven,Led Zeppelin,10,rock,0.338,0.34,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433
4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane,11,rock,0.551,0.293,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798
61Q9oJNd9hJQFhSDh6Qlap,The House Of The Rising Sun,The Animals,12,rock,0.315,0.534,-7.552,0.031,0.000825,0.108,0.101,0.283,116.891
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,13,rock,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798
1JLn8RhQzHz3qDqsChcmBl,I Want To Know What Love Is - Remastered,Foreigner,14,rock,0.477,0.471,-10.036,0.0277,0.193,0.00000176,0.131,0.423,81.204
40riOy7x9W7GXjyGp4pjAv,Hotel California,Eagles,15,rock,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125
63diy8Bzm0pHMAU37By2Nh,Take Me Home Tonight,Eddie Money,16,rock,0.622,0.845,-5.984,0.0324,0.117,0,0.0984,0.718,132.747
7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remastered Version,Van Halen,17,rock,0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981
5XcZRgJv3zMhTqCyESjQrF,Poison,Alice Cooper,18,rock,0.28,0.908,-5.509,0.109,0.0327,0.00000885,0.18,0.26,118.698
2ymeOsYijJz09LfKw3yM2x,Joy To The World,Three Dog Night,19,rock,0.649,0.679,-12.515,0.0316,0.464,0.00121,0.339,0.971,126.867
4MZEZz8MqVgvIMXU6AVP22,Running On Empty,Jackson Browne,20,rock,0.531,0.948,-5.438,0.0568,0.006,0.0117,0.694,0.498,136.891
52KvuGmgcgRdrLMXOtda0E,The Stroke - 2010 - Remaster,Billy Squier,21,rock,0.67,0.591,-6.012,0.0646,0.62,0,0.373,0.8,91.439
6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,George Thorogood & The Destroyers,22,rock,0.459,0.727,-11.777,0.0303,0.00614,0.0652,0.384,0.955,149.231
2Q7LpkYrS0PBpoq3iCqypa,Ramblin' Man,The Allman Brothers Band,23,rock,0.309,0.831,-8.288,0.036,0.488,0.00304,0.286,0.934,181.145
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,24,rock,0.482,0.786,-5.735,0.032,0.00321,0.0000888,0.446,0.793,126.755
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,25,rock,0.43,0.463,-10.96,0.0442,0.303,0.0000584,0.152,0.66,93.405
3LQPTJEqOfljGBxmpgUnoC,American Woman - Remastered,The Guess Who,26,rock,0.55,0.726,-8.51,0.0516,0.146,0.00608,0.428,0.37,92.697
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,27,rock,0.438,0.805,-6.237,0.0624,0.00255,0.0000569,0.0842,0.564,113.253
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,28,rock,0.491,0.802,-7.106,0.0392,0.25,0,0.387,0.472,119.25
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones,29,rock,0.634,0.63,-8.277,0.031,0.447,0.039,0.17,0.489,118.628
1oojGBUxbMSrvrBnQ1DaBc,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,30,rock,0.467,0.508,-13.048,0.0395,0.000538,0.00205,0.132,0.772,118.753
0sDqo9UPzPUtu9wEkI3zRB,The Weight - 2000 - Remaster,The Band,31,rock,0.63,0.519,-10.997,0.0528,0.225,0.0000043,0.0974,0.502,143.942
5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,32,rock,0.413,0.725,-5.787,0.0324,0.369,0.0000216,0.0905,0.44,124.618
6mHOcVtsHLMuesJkswc0GZ,The Logical Song - 2010 Remastered,Supertramp,33,rock,0.625,0.758,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719
0sgDEFq9oeC8ueOK0mR5IA,Working for the Weekend,Loverboy,34,rock,0.526,0.924,-5.591,0.0391,0.027,0.000728,0.598,0.793,147.28
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,35,rock,0.548,0.691,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145
6FBmHx1FuaSnTnnnaThgbF,Cum on Feel the Noize,Quiet Riot,36,rock,0.441,0.908,-4.627,0.115,0.000183,0.00328,0.0612,0.632,145.439
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,37,rock,0.614,0.568,-5.477,0.0276,0.00797,0,0.0997,0.516,107.849
1FOUJzuApMpMM1wiuy3qfl,Renegade,Styx,38,rock,0.468,0.733,-6.36,0.0446,0.112,0.00000326,0.153,0.681,105.793
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,39,rock,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386
3XcjIvaZVUFAIdIYZqY9bd,We're an American Band - 2002 - Remastered,Grand Funk Railroad,40,rock,0.637,0.89,-4.872,0.0677,0.119,0.0000672,0.103,0.923,127.689
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,41,rock,0.408,0.48,-11.017,0.0266,0.155,0.0000182,0.0877,0.19,156.344
1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,Nazareth,42,rock,0.485,0.328,-11.853,0.0254,0.00596,0.0032,0.325,0.138,79.766
